tweet_id,airline,text,sentiment_groundtruth,tweet_created
569945237025648640,US Airways,"@USAirways US 728 Uh oh, no gate. Now truck will come to us.",negative,2015-02-23
568204964742496260,Virgin America,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!",positive,2015-02-18
5.6996270905729843e+17,US Airways,@USAirways - Huge props to Parizad at checkin in Sacramento for her help on Friday to get 3 of us home when other airlines were delayed,positive,2015-02-23
569920778306584600,American,"@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable",negative,2015-02-23
569735142564102140,Southwest,@SouthwestAir loved it!,positive,2015-02-22
567850015600685060,United,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,negative,2015-02-17
568917429033652200,United,"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",negative,2015-02-20
569870442388983800,US Airways,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,negative,2015-02-23
569185842876571650,United,@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??,negative,2015-02-21
568968480717983740,United,@united you asked me to DM then ignore them. Please assist in changing to another flight today- 21 Feb fra to mco avoiding IAD.,negative,2015-02-20
568602015456215040,Delta,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. 💙,positive,2015-02-19
569606248095576060,American,@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,negative,2015-02-22
569655420962238460,Delta,@JetBlue just please get my luggage from #2070 onto carousel 5 / Logan Airport and I'll be able to go home!,negative,2015-02-22
5.6927751289255117e+17,Southwest,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,positive,2015-02-21
568487040234459140,Delta,@JetBlue But jet blue had Cancelled Flighted my ticket &amp; never reissued it.,negative,2015-02-19
569268455314219e3,Delta,@JetBlue Counting on your flight 989 to get to DC!,positive,2015-02-21
568260044896243700,Southwest,@SouthwestAir had a very rude gate agent at BWI tonight gate B8 after a 6.5hr delay for flight 1172. I think a little training is in order.,negative,2015-02-18
568352500748849150,United,@united ...just called and lady at your overseas call center said she saw no note. I explained the situation...again...,negative,2015-02-19
570067865946234900,US Airways,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",negative,2015-02-23
569332237138841600,US Airways,@USAirways Oh well. I'll get to Cancun eventually.,positive,2015-02-21
568438528666959900,Delta,talked to a @JetBlue manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited,negative,2015-02-19
568209603332214800,Southwest,@SouthwestAir filing it now. Thank you for your response.,positive,2015-02-18
5.7031060046052557e+17,US Airways,@USAirways  is there a better time to call? My flight is on Friday and I need to change it. Worried I may be on hold until then.,negative,2015-02-24
567732946241470460,US Airways,@USAirways still crickets from customer service.,negative,2015-02-17
569715539821654e3,American,"@AmericanAir You should really help @Cowboycerrone out, you are getting a TON of bad publicity right now #WillNeverFlyWithYou",negative,2015-02-22
570304544128815100,American,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,negative,2015-02-24
567916726668644350,US Airways,@USAirways 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2,negative,2015-02-17
569890430893994e3,US Airways,"@USAirways thanx but this isn't my first rodeo. Done &amp; done yesterday. No results or comm, unless u count status: bags lost &amp; claim filed.",negative,2015-02-23
569603669114511360,United,@United is offering to reroute my SFO flight to LAX. Might be geography class time.,negative,2015-02-22
569379367077355500,United,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime,negative,2015-02-21
568150818572144640,US Airways,@USAirways had 2 Cancelled Flight my trip to LA bc weather @SouthwestAir was easy but US air is making me pay $200 to use the credit. Never again,negative,2015-02-18
5.6862112236885197e+17,Southwest,@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,positive,2015-02-19
570289521113366500,Southwest,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,negative,2015-02-24
568092209368719360,United,@united on your website it says 10 days. Its been 16 and counting.,negative,2015-02-18
568797768162127900,Southwest,@SouthwestAir  getting the run around today with customer service &amp; disconnected customer relations # given twice. Help!!!,negative,2015-02-20
569906035269324800,American,@AmericanAir @united just deplaned at O'Hare gate K13. Why don't you send a customer service rep to discuss my situation? God knows...,negative,2015-02-23
567826761141985300,Southwest,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",positive,2015-02-17
568444029257584640,US Airways,@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.,negative,2015-02-19
568084167390564350,United,@united My wife and I will be sharing this dreadful experience. Don't pretend UA cares about young girl traveling alone # United Airlines,negative,2015-02-18
568252787756302340,United,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary,negative,2015-02-18
569933405506310140,Virgin America,@VirginAmerica you're the best!! Whenever I (begrudgingly) use any other airline I'm delayed and Late Flight :(,negative,2015-02-23
5.6996066582725837e+17,American,"@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion.",positive,2015-02-23
569623364337168400,American,@AmericanAir Always enjoy my time. Now on the plane to DFW!,positive,2015-02-22
5.6963104135632077e+17,United,@united I trust you enough to put my coat in my checked bag!,positive,2015-02-22
569616335488966660,American,@AmericanAir fcuk you. Shit service. You got no fans.,negative,2015-02-22
569600720254541800,US Airways,@USAirways you have got to be kidding me!  No info on 4565 from DCA to BGR and your phone line tells me to call back Late Flightr?,negative,2015-02-22
570271064141352960,United,@united I flew United last month and the experience was AWESOME!,positive,2015-02-24
567671602280923140,Delta,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :),positive,2015-02-17
567766755797389300,Delta,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",negative,2015-02-17
5.6975989280375603e+17,American,@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???,negative,2015-02-22
568582403670851600,United,@united Never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. Makes 10 straight delays,negative,2015-02-19
5.6964099849157837e+17,United,@united you always surprise me with the awfulness of your airline. You guys suck. #worst,negative,2015-02-22
568241989453393900,US Airways,@USAirways My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,negative,2015-02-18
568894248457646100,Delta,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue,negative,2015-02-20
569564824939556860,Delta,@JetBlue Something to think about when you are dealing with PEOPLE!!!!!  Just wrong.  No excuses. Figure it out &amp; expect the unexpected,negative,2015-02-22
568266347450273800,United,@united flight to RSW tonight -me &amp;  twin 3 year olds. A pilot who was in row by me stayed to help me get the boys &amp; bags off. Lifesaver!!,positive,2015-02-18
569119503516246e3,United,@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it,negative,2015-02-21
569889391633518600,American,@AmericanAir is your website down? I haven't been able to check in to my flight all morning.,negative,2015-02-23
570023530466840600,Delta,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",positive,2015-02-23
570080545461407740,American,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail",negative,2015-02-23
569587048811761660,Delta,@JetBlue now we dont have enough money for parking in your garage this is your fault and im not paying for what should be 10mins into 3hrs,negative,2015-02-22
569651129136459800,American,@AmericanAir why a different airport! I have no way of getting to a different airport.,negative,2015-02-22
569533202835984400,US Airways,@USAirways I waited customer service 32 minutes on the phone w/o response. Had to hung up in the end since my battery died due to waiting!,negative,2015-02-22
568631189856264200,Delta,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",positive,2015-02-19
569259645019275260,Southwest,@SouthwestAir why are you literally the worst?,negative,2015-02-21
569632420468625400,United,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,negative,2015-02-22
568874645564362750,Virgin America,@VirginAmerica Thank you!!,positive,2015-02-20
567793799590854660,Delta,"@JetBlue
Apparently not.",negative,2015-02-17
569888244155981800,United,@united AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!,negative,2015-02-23
569936861398994940,United,"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",negative,2015-02-23
569261495449595900,United,@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,negative,2015-02-21
570307949614256100,American,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,negative,2015-02-24
568526521910079500,Delta,@JetBlue I can probably find some of them. Are the ticket #s on there?,negative,2015-02-19
570298744723415040,American,@AmericanAir got another flight. Thanks you,positive,2015-02-24
570010703391825900,Southwest,@SouthwestAir NOW you love me? After taking my money and only taking me halfway home. Sorry. Too Late Flight,negative,2015-02-23
569558153202774e3,US Airways,@USAirways @TheHaileyTate Another blatant lie from @USAirways,negative,2015-02-22
568629979719675900,United,“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,positive,2015-02-19
568784295759777800,Southwest,"@SouthwestAir you were my go to airline now not so much!! You say you care but I now see not so much! Right now, you suck!!",negative,2015-02-20
569250015752749060,United,@united No problem just follow me back so I can! Thank you!,positive,2015-02-21
570257660123193340,American,@AmericanAir Any reason why my 1463 flight to Chicago is boarding and I still don't have a seat assignment? Seriously?,negative,2015-02-24
569852250488573950,American,@AmericanAir 2days 2plains 2fails,negative,2015-02-23
569117696610185200,United,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),negative,2015-02-21
569258100324048900,United,@united call wait times are over 20 minutes and airport wait times are longer,negative,2015-02-21
569909945514233860,American,@AmericanAir wish you had a better mobile app.  You should look at the app from @united as it is much more seemless to check in,negative,2015-02-23
567851352249868300,United,"@united it was an international flight, and we didn't get our new eta until we were in the air.",negative,2015-02-17
569358956549681150,Delta,@JetBlue that is not what your employee at Logan told me. I finally got one to meet my daughter on her first solo flight after rude rep :(,negative,2015-02-21
5.6941849769403597e+17,United,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,negative,2015-02-22
569911816937033700,Virgin America,@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .,negative,2015-02-23
569952718707687400,United,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",negative,2015-02-23
569298251418959900,United,@united having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!,negative,2015-02-21
5.6949283844830003e+17,US Airways,"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",negative,2015-02-22
5.6993080157764403e+17,Southwest,@SouthwestAir My bag was not shown LUV did not make it to PHL with me.,negative,2015-02-23
569907564156035100,United,@united arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.,negative,2015-02-23
568841635049533440,US Airways,@USAirways @AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers,negative,2015-02-20
5.6787843690922803e+17,Southwest,@SouthwestAir thank you for your help resolving my problem Shannon ROCKS - even though Rhonda didn't !!,positive,2015-02-17
569663701017624600,American,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,negative,2015-02-22
568528656584146940,United,@united I will thank you!,positive,2015-02-19
569758145020428300,US Airways,@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight.,negative,2015-02-22
56961355496337e4,United,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,negative,2015-02-22
568967313598386200,United,@united I sent a DM re an existing reservation but no one has responded,negative,2015-02-20
569607852236640260,Delta,@JetBlue Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey,negative,2015-02-22
568825140898873340,US Airways,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",positive,2015-02-20
569660166959865860,American,@AmericanAir Why does your iPhone app not have any sort of notifications option?,negative,2015-02-22
569919787888988160,American,@AmericanAir 2 months and still no exec platinum member cards. What gives?,negative,2015-02-23
5.6958718868763443e+17,American,"@AmericanAir you have my money, you change my flight, and don't answer your phones! Any other suggestions so I can make my commitment??",negative,2015-02-22
568123010638483460,US Airways,@USAirways Have him call me.  I cant wait to see if anything happens.  Your service really sucks.#usairwayssucks,negative,2015-02-18
569305409925873660,Delta,@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,positive,2015-02-21
569951321719091200,United,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",positive,2015-02-23
569228788481069060,Southwest,@SouthwestAir   Where the heck are the bags for Chicago 408. It has been an hour,negative,2015-02-21
567767199700758500,United,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,negative,2015-02-17
569667918557900800,American,@AmericanAir a worker just checked for ice on our plane using his cell phone flashlight! Really?! Come on!,negative,2015-02-22
569657850856919040,American,@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos,negative,2015-02-22
568802013196242940,United,@united couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed,negative,2015-02-20
570272154635374600,US Airways,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,negative,2015-02-24
569543791176257540,United,@united it's boarding time for ua3882 but no crewe,negative,2015-02-22
568183502161743900,United,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle,negative,2015-02-18
568432782386466800,United,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",negative,2015-02-19
568391878871285760,Delta,@jetblue trading customer experience for short term $$. So sad for this (previous?) loyal customer. https://t.co/dFmvmiBH4x,negative,2015-02-19
569153793058672640,Southwest,@SouthwestAir crazy hold times today. Over an hour now. Help?,negative,2015-02-21
569022319437357060,Virgin America,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.,negative,2015-02-20
570262676481421300,US Airways,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies,negative,2015-02-24
568101444391276540,United,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.,negative,2015-02-18
568619425886122e3,Delta,@JetBlue my flight attendant Angel was awesome. #415 #kudos,positive,2015-02-19
567806898549051400,United,@united yes still need assistance I don't have a flight home due to change in flight u made I miss all connections !,negative,2015-02-17
569143186439991300,Southwest,"@SouthwestAir, I've been on hold for 3 hrs. now, waiting to talk to someone with a pulse to get my Cancelled Flighted flight rescheduled. Is this SOP?",negative,2015-02-21
569879547908206600,Delta,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter,positive,2015-02-23
569269140386488300,United,@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!,positive,2015-02-21
5.6879611308137677e+17,United,@united my flight Cancelled Flightled new flight 5012 hopefully will not.,negative,2015-02-20
569167514300784640,US Airways,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer,negative,2015-02-21
569714640764035100,United,@united compensate us for new clothes bet you won't,negative,2015-02-22
569555411998613500,US Airways,@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.,negative,2015-02-22
570001706676842500,Delta,"Social agencies, this is why we can't have nice things. @JetBlue: Our fleet's on fleek. http://t.co/QRxz0bGbtq",negative,2015-02-23
570247474465677300,American,@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL,negative,2015-02-24
569967834203189250,Delta,@JetBlue three hours on s delayed flight staring a blank screen. At least a heads up so you could download a movie,negative,2015-02-23
569657618576355300,American,@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus,negative,2015-02-22
569859213331189760,United,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,negative,2015-02-23
568454161962049540,Delta,@JetBlue What else could possibly take the place of coffee at that hour??Hope pilot wasn't relying on aircraft for caffeine. #needcoffee,negative,2015-02-19
569747706047934460,United,@united I wanna be ride United airline! I love airplane,positive,2015-02-22
5.6934513286622003e+17,US Airways,"@USAirways help! Flight Cancelled Flighted, can't call because my phone doesn't work in Europe. Please help? Says I'm booked want to confirm.",negative,2015-02-21
569937700993818600,Southwest,@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition,negative,2015-02-23
567663504102940700,Southwest,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,negative,2015-02-17
570287747643998200,American,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",negative,2015-02-24
5.6968174603738317e+17,United,@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,negative,2015-02-22
569470776576880640,US Airways,@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am,negative,2015-02-22
570002269577441300,American,@AmericanAir a free check bag a food comp a flying credit something to help out now that I'm an additional 200 dollars in the hole,negative,2015-02-23
568611474416906240,Delta,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac,negative,2015-02-19
568947922731028500,United,@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united,negative,2015-02-20
568088650430468100,US Airways,@USAirways Would you guys please send service agents to gate B15 in Philly?  All the people missed there connections and there's only 2.,negative,2015-02-18
568027443052720100,Delta,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",positive,2015-02-18
569902181366820860,Delta,@JetBlue Unhappy with 4 hour delayed flight.. Missed dinner,negative,2015-02-23
568105051622756350,US Airways,"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request",negative,2015-02-18
568620349027323900,US Airways,"@USAirways I can't even use my return flight home because the change fees you charge are too expensive, forcing me to purchase a new ticket.",negative,2015-02-19
569970225443172350,United,@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,negative,2015-02-23
56984425142673e4,American,"@AmericanAir I understand a bit of a wait, but I called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool",negative,2015-02-23
568200350697717760,US Airways,@USAirways you run a piece of shit airline!!  Thanks for ruining AA,negative,2015-02-18
5.6950003045911757e+17,United,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers",negative,2015-02-22
568624462863720450,US Airways,@USAirways doesn't want me to get home,negative,2015-02-19
569493640990625800,United,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,negative,2015-02-22
570014602903339e3,American,@AmericanAir Was not on board you today just watched report unfold on Twitter but still am very proud!,positive,2015-02-23
570288349392605200,United,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,negative,2015-02-24
569927739802652700,Southwest,@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?,negative,2015-02-23
569556860652675100,Delta,"@jetblue, it would be nice if the app would actually inform you that a flight is delayed.",negative,2015-02-22
568859726315827200,United,@united thanks,positive,2015-02-20
568791035297468400,Virgin America,@VirginAmerica thank you! I absolutely will 😎,positive,2015-02-20
569691772000931840,American,@AmericanAir plz kys I have been sitting in this plane for an hour I want to leave,negative,2015-02-22
569602817633222660,US Airways,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.,negative,2015-02-22
570014637397295100,American,"@AmericanAir I waited on hold for two hours, only to have my call. Really unreliable.",negative,2015-02-23
567935883086688260,Southwest,“@SouthwestAir: @TinaIsBack I'm so sorry for your frustration. Did you get rebooked? ^SW” I've been rebooked 4 times!! Still stuck!! #SMH,negative,2015-02-17
569333972452266e3,United,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",negative,2015-02-21
568529886920335360,Delta,@JetBlue Do your TrueBlue pages not work on Chrome or Safari? I keep getting blank pages when I lick on the TrueBlue tab on your site.,negative,2015-02-19
569561754163769340,Southwest,@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,negative,2015-02-22
5.6968937098840883e+17,American,@AmericanAir 1 ticket agent servicing at least 60 people on line. Waiting for an hour and a half and your phones hang up on people.,negative,2015-02-22
570302060035498e3,American,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,negative,2015-02-24
568396913726382100,US Airways,"@USAirways my wife is trying to check in for a flight tonight out of RSW...website not allowing, saying must go to airport... [Part 1 of 2]",negative,2015-02-19
569124416891818e3,Southwest,@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :),positive,2015-02-21
569346428839063550,Delta,@JetBlue thank you,positive,2015-02-21
570059496300548100,Delta,@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople,negative,2015-02-23
568385676737167360,Delta,@JetBlue Thanks!,positive,2015-02-19
569910943720669200,American,@AmericanAir How am I supposed to Cancelled Flight it if I can't do it online?  I don't want to lose all the funds on the ticket.  HELP!!! :(,negative,2015-02-23
5.6780796770648883e+17,Virgin America,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,positive,2015-02-17
569740962760499200,American,@AmericanAir ... Do I have to even say anything?  Over 6 hours on hold... No one has ever sucked as much as you. http://t.co/NcrMqIBIWo,negative,2015-02-22
5.6964134325497037e+17,US Airways,@USAirways can you please help me find my luggage since you're the one who lost it? Your customer service SUCKS.,negative,2015-02-22
569172176214962200,United,"@United come on, reopen 1285 at ORD and clear your growing DC backlog",negative,2015-02-21
569835766416867300,American,"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help",negative,2015-02-23
569757651539660800,US Airways,@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.,negative,2015-02-22
5.6884056034737357e+17,Virgin America,@VirginAmerica would love to do more for virgin just like I do for @GoPro,positive,2015-02-20
568958770849706e3,Delta,Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,negative,2015-02-20
570012000648081400,Delta,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.,negative,2015-02-23
569711837656125440,Delta,@JetBlue any idea what's going on at terminal five at JFK? Seems to be zero traffic movement,negative,2015-02-22
569621173811736600,American,@AmericanAir After 3 days NO BAGs amazing the way that you neglect customers,negative,2015-02-22
567733251620356100,Delta,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect,negative,2015-02-17
5.7001204791790797e+17,US Airways,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",negative,2015-02-23
569967850670018560,United,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,negative,2015-02-23
570280436796166140,US Airways,"@USAirways Forget reservations. Thank you to the great leadership at your company, I've Cancelled Flighted my flight. Once again, thank you.",negative,2015-02-24
569352324700708860,US Airways,@USAirways no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm,negative,2015-02-21
567851561474383900,Delta,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,negative,2015-02-17
568501157452230660,Delta,Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.,positive,2015-02-19
567849102731526140,US Airways,@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!,negative,2015-02-17
569540668403662850,US Airways,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,negative,2015-02-22
568175282919739400,US Airways,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",negative,2015-02-18
568615812594077700,United,@United is freaking worthless. I hate this airline. http://t.co/dN1if2cGwE,negative,2015-02-19
569685261518376960,American,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service),positive,2015-02-22
567893201719156740,Virgin America,@VirginAmerica That's classy.,positive,2015-02-17
569262088008417300,Southwest,@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.,negative,2015-02-21
569927442657386500,American,"@AmericanAir seriously, you treat your passengers like shit.",negative,2015-02-23
568983296018751500,United,@United has time to respond to everyone else's complaints but not mine. You just lost a customer,negative,2015-02-20
569350924633813e3,United,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm,negative,2015-02-21
569529813121290240,US Airways,"@USAirways between 3 of us, it is costing over $1000 to get home TODAY for no reason... Where do I send my receipts to be reimbursed?",negative,2015-02-22
5.6778371383323443e+17,US Airways,"@USAirways The airline is embarrassing itself. I get that bad weather isn't your fault, but your response to it couldn't have been worse.",negative,2015-02-17
569315878828949500,United,@united Hubby made it by the skin of his teeth!   :),positive,2015-02-21
567949332395249660,United,"@united ok, I have that, pretty sure I had it before too but will wait and see what happens....",negative,2015-02-17
569152201278525440,Southwest,@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA,negative,2015-02-21
569596420761604100,American,@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation,negative,2015-02-22
5.6946490216485683e+17,US Airways,@Sb5551 Sounds like  @USAirways should have planned better since this weather was no surprise. Completely unacceptable wait times!!!,negative,2015-02-22
569361887659294700,US Airways,"@USAirways its fine.

Just wondering where my money went...",negative,2015-02-21
569219456506814460,Southwest,@SouthwestAir horrible flight!,negative,2015-02-21
570272309434564600,US Airways,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,negative,2015-02-24
568509302505377800,Delta,@JetBlue Crisis averted! Flight #69 from BOS to FLL is boarding. Let's hope the new pilots aren't Clarence Oveur and Roger Murdock. :-),positive,2015-02-19
569839377104285700,American,@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.,negative,2015-02-23
568110197966643200,US Airways,"@USAirways
Are you an incompetent airline every day, or just days that end in 'y'?",negative,2015-02-18
5.6773458400013517e+17,US Airways,@USAirways I was completely ripped of by US Airways today never fly this airline  I am contacting my local news,negative,2015-02-17
567841818357964800,US Airways,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",positive,2015-02-17
569851241922207740,American,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!,negative,2015-02-23
568650058780041200,US Airways,"@USAirways never flying #USAirways again. Horrible experience, terrible customer service.",negative,2015-02-19
5.6792310308027597e+17,US Airways,@USAirways Fuck you,negative,2015-02-17
568078627687890940,US Airways,@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?,negative,2015-02-18
